clip_index,trick_index,trick,obstacle,obstacle_detailer,stair_count,slowmo,bank,switch,line,video,year,comments
26,41,bs disaster,transition,0,0,0,1,0,1,ECVX14,2014,
27,42,fs indie to fs disaster,transition,0,0,0,1,0,0,ECVX14,2014,
28,43,fs 180,transition,0,0,0,1,0,0,ECVX14,2014,
29,44,fs 180,transition,0,0,0,1,0,0,ECVX14,2014,
30,45,fs smith to tailgrab,transition,0,0,0,1,0,0,ECVX14,2014,
31,46,bs 180,transition,0,0,0,1,0,0,ECVX14,2014,
32,47,fs 5-0,transition,0,0,0,1,0,1,ECVX14,2014,
32,48,fs smith,transition,0,0,0,1,0,1,ECVX14,2014,
33,49,fs lipslide,transition,0,0,0,1,0,0,ECVX14,2014,
34,50,sw kickflip to sw bs noseslide to regular,ledge,0,0,0,0,1,1,ECVX14,2014,
34,51,bs 5050,ledge,0,0,0,0,0,1,ECVX14,2014,
34,52,bs 360,flat,0,0,0,0,0,1,ECVX14,2014,
35,53,nollie heelflip,stairs,0,12,0,0,1,0,ECVX14,2014,
36,54,hardflip,stairs,0,12,0,0,0,0,ECVX14,2014,
37,55,sw kickflip,stairs,0,12,0,0,1,0,ECVX14,2014,
38,56,fakie kickflip,stairs,0,12,0,0,0,0,ECVX14,2014,
39,56,fakie kickflip,stairs,0,12,0,0,0,0,ECVX14,2014,
40,57,fakie fullcab,stairs,0,12,0,0,0,0,ECVX14,2014,
41,58,sw ollie,flat,up curb,0,0,0,1,1,ECVX14,2014,
41,59,sw heelflip,gap,0,0,0,0,1,1,ECVX14,2014,
42,60,nollie fs kickflip,stairs,0,9,0,0,1,0,ECVX14,2014,
43,61,sw varial heelflip,stairs,0,9,0,0,1,0,ECVX14,2014,
44,62,nollie to fs noseslide,rail,handrail,9,0,0,1,0,ECVX14,2014,
45,63,sw fs kickflip,stairs,0,13,0,0,1,0,ECVX14,2014,
46,64,fs lipslide,rail,handrail,5 flat 5,0,0,0,0,ECVX14,2014,
47,65,nollie to fs feeble,rail,handrail,10,0,0,1,0,ECVX14,2014,
48,65,nollie to fs feeble,rail,handrail,10,0,0,1,0,ECVX14,2014,
49,66,bs 180,stairs,0,6 flat 6,0,0,0,0,ECVX14,2014,
1,1,nollie to bs crook,ledge,0,0,0,0,1,1,Welcome to Parade,2021,
1,2,ollie,up,ledge,0,0,0,0,1,Welcome to Parade,2021,
1,3,nollie heelflip,gap,over bin,0,0,0,1,1,Welcome to Parade,2021,
2,4,bs 5-0 to fs 180,ledge,0,0,0,0,0,1,Welcome to Parade,2021,
2,5,sw kickflip to sw bs crook,ledge,0,0,0,0,1,1,Welcome to Parade,2021,
2,6,sw heelflip,flat,0,0,0,0,1,1,Welcome to Parade,2021,
3,7,nollie kickflip to bs crook,ledge,0,0,0,0,1,1,Welcome to Parade,2021,
3,8,tre flip,flat,0,0,0,0,0,1,Welcome to Parade,2021,
3,9,fakie bs tailslide,ledge,0,0,0,0,0,1,Welcome to Parade,2021,
4,10,sw bs crook to regular,ledge,0,0,0,0,1,1,Welcome to Parade,2021,
4,11,nollie to fs noseslide to nollie bs heelflip,ledge,0,0,0,0,1,1,Welcome to Parade,2021,
4,12,sw fs heelflip,flat,0,0,0,0,1,1,Welcome to Parade,2021,
1,1,wallie,wall,0,0,0,1,0,1,Paych,2014,
1,2,heelflip,flat,0,0,0,0,0,1,Paych,2014,
2,3,fakie fs crook,ledge,0,0,0,0,0,1,Paych,2014,
2,4,sw kickflip to sw fs 5-0,ledge,0,0,0,0,1,1,Paych,2014,great sw push
2,5,fakie kickflip,flat,0,0,0,0,0,1,Paych,2014,
2,6,halfcab,flat,0,0,0,0,0,1,Paych,2014,
3,7,nollie to bs crook,ledge,0,0,0,0,1,1,Paych,2014,
3,8,fs shuv,flat,0,0,0,0,0,1,Paych,2014,
3,9,nollie bs 180 to sw fs crook,ledge,0,0,0,0,1,1,Paych,2014,
3,10,sw heelflip,flat,0,0,0,0,1,1,Paych,2014,
4,11,bs noseslide,ledge,0,0,0,0,0,1,Paych,2014,
4,12,nollie kickflip to bs tailslide,ledge,0,0,0,0,1,1,Paych,2014,
4,13,bs 360,flat,0,0,0,0,0,1,Paych,2014,
5,14,fs noseblunt,ledge,0,0,0,0,0,1,Paych,2014,
5,15,bs blunt to fakie,ledge,0,0,0,0,0,1,Paych,2014,
6,16,fs lipslide,transition,0,0,0,1,0,0,Paych,2014,
7,17,fs indie,transition,0,0,0,1,0,0,Paych,2014,
8,18,bs feeble,rail,0,0,0,0,0,1,Paych,2014,
8,19,bs kickflip,flat,0,0,0,0,0,1,Paych,2014,
8,20,sw kickflip,flat,0,0,0,0,1,1,Paych,2014,
8,21,fakie bigspin,flat,0,0,0,0,0,1,Paych,2014,
9,22,fs feeble,rail,0,0,0,0,0,0,Paych,2014,
10,23,fs 5050,rail,up rail,0,0,0,0,0,Paych,2014,
11,24,ollie,gap,bump to bump,0,0,1,0,0,Paych,2014,park
12,25,fs 5050,rail,handrail,6 flat 8,0,0,0,0,Paych,2014,
13,26,bs 5050,rail,handrail,6 flat 8,0,0,0,0,Paych,2014,
14,27,bs lipslide,rail,handrail,0,0,0,0,0,Paych,2014,
1,1,fs tailslide to fakie,ledge,0,0,0,0,0,1,Bonus Reel,2011,
1,2,sw tre flip,flat,0,0,0,0,1,1,Bonus Reel,2011,
2,3,fs 5050,rail,0,0,0,0,0,0,Bonus Reel,2011,
3,4,kickflip,flat,up curb,0,0,0,0,1,Bonus Reel,2011,
3,5,nollie kickflip,flat,0,0,0,0,1,1,Bonus Reel,2011,
3,6,tre flip,flat,flat gap,0,0,0,0,1,Bonus Reel,2011,
4,7,fs 360,flat,flat gap,0,0,0,0,0,Bonus Reel,2011,
5,8,tre flip,stairs,0,5,0,0,0,1,Bonus Reel,2011,
5,9,fs bigspin,stairs,0,5,0,0,0,1,Bonus Reel,2011,
6,10,bs bigspin,stairs,0,3 flat 3,0,0,0,0,Bonus Reel,2011,
7,11,kickflip,stairs,over rail,12,0,0,0,0,Bonus Reel,2011,
8,12,heelflip,stairs,0,12,0,0,0,0,Bonus Reel,2011,
9,13,sw heelflip,stairs,0,11,0,0,1,0,Bonus Reel,2011,
10,14,fakie fullcab,stairs,0,12,0,0,0,0,Bonus Reel,2011,
11,15,hardflip,gap,0,0,0,0,0,0,Bonus Reel,2011,
12,16,bs boardslide,rail,bump to rail,0,0,1,0,0,Bonus Reel,2011,
13,17,fs 5-0,rail,0,0,0,0,0,0,Bonus Reel,2011,
14,18,fs nosegrind,rail,0,0,0,0,0,0,Bonus Reel,2011,
15,19,bs crook,rail,0,0,0,0,0,0,Bonus Reel,2011,
16,20,fs smith,rail,handrail,2 flat 2,0,0,0,0,Bonus Reel,2011,
17,20,fs smith,rail,handrail,3 flat 2,0,0,0,0,Bonus Reel,2011,
18,21,bs smith,rail,bump to rail,0,0,1,0,0,Bonus Reel,2011,
19,22,bs lipslide,rail,bump to rail,0,0,1,0,0,Bonus Reel,2011,
20,23,kickflip,gap,bump to gap,0,0,1,0,0,Bonus Reel,2011,
21,24,ollie,gap,bump to gap,0,0,1,0,0,Bonus Reel,2011,
22,25,kickflip,stairs,0,12,1,0,0,0,Bonus Reel,2011,
23,26,halfcab to manny to bs 180,manny pad,0,0,0,0,0,1,Bonus Reel,2011,
23,27,sw big heel,flat,0,0,0,0,1,1,Bonus Reel,2011,
23,28,kickflip to bs lipslide,ledge,0,0,0,0,0,1,Bonus Reel,2011,
24,29,bs lipslide,ledge,0,0,0,0,0,0,Bonus Reel,2011,
25,30,ollie,gap,bump to gap,0,0,1,0,1,Bonus Reel,2011,
25,31,fs tailslide,ledge,0,0,0,0,0,1,Bonus Reel,2011,
25,32,ollie,gap,into bank,0,0,1,0,1,Bonus Reel,2011,
26,33,fs shuv,flat,flat gap,0,0,0,0,1,Bonus Reel,2011,
26,34,bs wallride to fs 180,bank,0,0,0,1,0,1,Bonus Reel,2011,
27,35,manny to kickflip,manny pad,0,0,0,0,0,0,Bonus Reel,2011,
28,36,sw bs blunt to regular,ledge,0,0,0,0,1,1,Bonus Reel,2011,
28,37,kickflip to fs tailslide,ledge,0,0,0,0,0,1,Bonus Reel,2011,
28,38,nollie bs kickflip,stairs,0,3,0,0,1,1,Bonus Reel,2011,
29,39,nollie bs kickflip,gap,4 block,0,0,0,1,0,Bonus Reel,2011,
30,40,nollie to bs crook,rail,handrail,10,0,0,1,0,Bonus Reel,2011,
31,41,sw fs bigspin to bs boardslide,rail,handrail,9,0,0,1,1,Bonus Reel,2011,
32,42,fakie fs boardslide,rail,handrail,8,0,0,0,0,Bonus Reel,2011,
33,43,bs smith,rail,handrail,14,0,0,0,0,Bonus Reel,2011,
34,44,fs smith to fs 180,ledge,hubba,10,0,0,0,0,Bonus Reel,2011,
35,45,kickflip to fs 5050,ledge,hubba,10,0,0,0,0,Bonus Reel,2011,
36,46,fs kickflip,gap,into bank,0,0,1,0,0,Bonus Reel,2011,
37,47,hardflip,stairs,0,13,0,0,0,0,Bonus Reel,2011,
38,48,bs lipside,rail,handrail,14,0,0,0,0,Bonus Reel,2011,
39,49,nollie bs heelflip,stairs,0,10,0,0,1,0,Bonus Reel,2011,
40,50,sw fs boardslide to regular,stairs,0,9,0,0,1,0,Bonus Reel,2011,
41,51,sw kickflip,gap,love gap,0,0,0,1,0,Bonus Reel,2011,
1,1,ollie,gap,bump to bump,0,0,1,0,1,PH3,2017,
1,2,bs ollie,transition,0,0,0,1,0,1,PH3,2017,
1,3,fs nosegrab,transition,0,0,0,1,0,1,PH3,2017,
1,4,bs tailslide,transition,0,0,0,1,0,1,PH3,2017,
2,5,fs nosegrab to tailstall,transition,0,0,0,1,0,1,PH3,2017,
2,6,bs melon,transition,0,0,0,1,0,1,PH3,2017,
3,7,fs disaster,transition,0,0,0,1,0,1,PH3,2017,
3,8,indie grab,transition,spine,0,0,1,0,1,PH3,2017,
3,9,fs 5-0,transition,0,0,0,1,0,1,PH3,2017,
4,10,halfcab,transition,into bowl,0,0,1,0,1,PH3,2017,
4,11,fs noseblunt stall,transition,0,0,0,1,0,1,PH3,2017,
5,12,fs boneless,transition,0,0,0,1,0,1,PH3,2017,
5,13,fs ollie,hip,0,0,0,1,0,1,PH3,2017,
6,14,late fs shuv,gap,bump to gap,0,0,1,0,0,PH3,2017,
7,15,late shuv,gap,bump to gap,0,0,1,0,1,PH3,2017,
7,16,fs 180,flat,off curb,0,0,0,0,1,PH3,2017,
7,17,fakie kickflip,flat,0,0,0,0,0,1,PH3,2017,
8,18,fakie tre flip,stairs,0,8,0,0,0,0,PH3,2017,
9,19,nollie tre flip,stairs,0,8,0,0,1,0,PH3,2017,
10,20,nollie kickflip to bs 5050,rail,handrail,8,0,0,1,0,PH3,2017,
11,20,nollie kickflip to bs 5051,rail,handrail,8,0,0,1,0,PH3,2017,
